duration,t_first_brake,t_first_cross,t_back_extreme,n_cross,n_brake,max_kd_sep,mean_kd_sep,mean_slope
41,1.0,5.0,2,7,6,14.52,5.53,-1.739
23,16.0,2.0,2,5,3,13.69,5.44,3.114
72,17.0,3.0,2,13,10,17.46,5.68,-1.053
111,14.0,2.0,2,17,13,17.54,5.43,0.662
7,5.0,1.0,7,1,2,11.26,8.74,-9.244
37,2.0,2.0,17,5,6,20.41,5.15,1.898
83,1.0,5.0,2,15,11,20.99,5.15,-0.837
6,5.0,,6,0,1,19.85,9.51,10.266
121,13.0,2.0,2,17,14,17.51,4.77,-0.557
12,12.0,4.0,2,1,1,12.6,5.82,5.77
35,7.0,2.0,2,5,5,13.41,5.71,-2.005
10,2.0,5.0,2,1,2,18.97,7.87,6.362
30,10.0,5.0,2,3,4,22.68,7.06,2.288
42,3.0,1.0,4,11,5,19.38,5.66,-1.67
21,5.0,5.0,2,3,1,12.93,4.21,3.541
12,11.0,1.0,2,3,1,16.54,6.02,-6.434
16,12.0,2.0,2,1,2,8.69,4.52,4.525
13,6.0,2.0,2,1,2,11.72,5.18,-5.314
13,13.0,4.0,2,1,1,17.31,6.21,5.67
39,2.0,1.0,2,11,6,18.1,5.38,-1.886
13,8.0,3.0,2,1,2,10.37,5.7,5.36
35,15.0,1.0,35,9,3,10.66,4.04,-2.018
11,11.0,2.0,2,1,1,13.01,6.7,6.647
43,4.0,1.0,31,9,9,16.27,5.35,-1.541
14,1.0,4.0,2,1,3,12.7,5.64,4.529
16,6.0,1.0,16,3,4,15.34,6.77,-3.98
38,27.0,3.0,2,7,2,19.17,6.31,-1.617
28,5.0,3.0,2,3,2,12.58,4.35,2.404
18,3.0,2.0,2,3,2,12.01,4.89,-4.182
22,4.0,1.0,22,5,2,12.39,5.0,3.16
4,2.0,1.0,4,1,1,20.76,15.73,-16.577
15,6.0,3.0,2,1,3,9.94,4.64,-4.117
14,6.0,4.0,2,3,2,21.12,6.86,4.899
32,3.0,3.0,2,5,3,10.31,3.59,-2.449
89,23.0,1.0,2,19,8,17.98,4.68,0.852
43,4.0,2.0,2,9,4,14.16,5.27,-1.63
43,1.0,1.0,2,9,6,11.79,3.37,1.529
11,4.0,1.0,11,3,1,13.69,6.22,-5.931
33,1.0,1.0,2,9,5,16.41,4.64,1.992
73,7.0,3.0,2,17,8,22.58,4.94,-1.019
12,4.0,1.0,5,3,2,20.44,6.91,5.377
14,5.0,2.0,2,5,2,22.47,5.54,-5.112
41,12.0,1.0,5,9,3,18.48,5.31,1.612
22,1.0,4.0,2,5,4,10.88,4.01,-2.995
49,4.0,2.0,2,9,5,18.22,5.66,1.322
14,13.0,2.0,2,1,1,11.38,4.77,-4.874
17,14.0,2.0,2,5,1,17.44,5.89,4.722
17,15.0,1.0,2,3,1,9.77,4.33,-4.471
20,5.0,3.0,2,3,3,15.72,4.1,3.824
24,9.0,2.0,2,5,2,16.48,5.12,-3.222
26,19.0,4.0,2,5,2,15.05,5.7,2.697
50,4.0,3.0,2,13,7,16.87,4.48,-1.382
32,1.0,1.0,16,3,4,11.71,5.67,2.24
18,,2.0,2,3,0,11.96,4.81,-4.218
9,7.0,3.0,2,1,2,15.13,8.62,8.229
23,15.0,3.0,2,5,2,20.89,7.21,-3.42
11,11.0,1.0,11,1,1,12.48,5.79,6.309
66,7.0,2.0,2,13,11,19.16,5.78,-1.039
16,,3.0,2,3,0,17.49,6.14,4.542
13,11.0,1.0,4,3,1,15.82,6.67,-5.252
16,1.0,3.0,2,3,1,15.95,6.7,-4.316
19,2.0,3.0,2,1,1,14.2,4.53,4.08
9,8.0,2.0,2,1,1,18.41,8.63,-8.862
26,9.0,1.0,2,7,3,12.89,5.56,3.082
34,3.0,5.0,22,6,6,24.4,6.39,-1.941
49,3.0,4.0,2,11,4,13.72,4.59,1.355
28,4.0,2.0,2,7,2,10.95,3.48,-2.364
14,3.0,4.0,2,1,1,10.87,5.71,4.747
6,3.0,2.0,6,1,2,16.66,11.01,-11.313
5,2.0,1.0,5,1,2,19.09,12.97,13.51
29,4.0,2.0,2,5,4,15.49,5.72,-2.364
22,3.0,1.0,17,5,7,16.03,6.44,2.821
23,6.0,2.0,2,3,4,23.35,7.6,-3.212
72,1.0,1.0,2,17,9,17.98,4.87,0.947
38,13.0,11.0,2,5,4,20.45,3.44,-1.822
29,9.0,4.0,2,5,2,14.05,4.93,2.203
24,3.0,2.0,2,5,3,19.45,6.13,-2.789
28,,2.0,2,5,0,13.58,3.92,2.629
17,2.0,4.0,2,3,2,13.48,5.84,3.894
55,15.0,2.0,2,9,7,16.72,5.6,-1.301
13,10.0,5.0,2,1,1,13.52,6.85,-5.199
13,9.0,4.0,2,1,2,12.44,6.87,5.04
51,2.0,2.0,2,15,8,17.42,5.13,-1.447
19,17.0,3.0,2,5,1,13.13,4.31,3.573
29,21.0,1.0,3,7,2,15.76,4.5,-2.382
90,3.0,4.0,2,15,7,12.91,4.85,0.73
23,9.0,3.0,2,5,3,19.86,6.52,-3.014
40,1.0,1.0,5,7,7,17.41,5.28,1.766
13,3.0,1.0,4,3,1,17.05,6.54,-4.983
37,1.0,4.0,2,9,3,7.93,2.84,1.839
13,13.0,1.0,2,3,1,14.5,5.18,-5.316
35,12.0,2.0,2,9,4,10.55,3.25,2.133
20,19.0,2.0,2,5,1,12.81,4.49,-3.808
8,8.0,1.0,8,1,1,15.47,8.28,8.932
17,3.0,1.0,17,5,2,12.7,4.48,-4.274
14,3.0,3.0,2,1,1,18.7,5.69,5.343
52,4.0,3.0,2,11,7,11.73,4.08,-1.426
20,6.0,4.0,2,3,1,14.21,4.81,3.426
8,,3.0,2,1,0,14.33,9.72,7.723
76,4.0,5.0,2,19,8,19.19,4.07,-0.848
6,5.0,1.0,6,1,1,17.57,11.05,11.593
11,1.0,2.0,2,3,1,16.86,6.81,-6.598
11,11.0,1.0,11,1,1,10.04,6.12,6.367
6,,1.0,6,1,0,17.02,9.35,-10.24
47,15.0,2.0,2,9,6,14.55,5.12,1.53
15,3.0,4.0,2,3,2,11.48,5.83,-4.647
47,11.0,4.0,2,11,4,12.39,4.09,1.646
24,7.0,4.0,2,3,2,11.64,3.54,-3.217
34,8.0,3.0,2,5,2,14.83,2.78,2.195
9,,3.0,2,1,0,14.31,8.38,-8.256
6,1.0,1.0,6,1,2,13.31,10.7,10.957
8,3.0,2.0,2,1,3,13.3,8.28,-8.637
10,,2.0,2,1,0,12.36,7.31,7.167
18,8.0,3.0,2,3,2,18.93,6.54,-3.768
33,3.0,1.0,33,7,5,14.17,6.26,2.161
25,12.0,3.0,2,5,1,16.66,5.66,-2.762
29,10.0,3.0,2,3,4,16.49,5.83,2.482
13,,1.0,2,3,0,15.73,6.14,-5.037
22,13.0,2.0,22,3,2,7.63,4.46,-3.02
27,21.0,1.0,4,7,2,11.51,3.87,2.565
23,4.0,1.0,23,5,5,17.83,6.5,2.768
27,1.0,2.0,20,3,1,12.95,3.63,-2.379
24,19.0,5.0,2,5,2,14.93,3.49,2.858
50,1.0,4.0,2,7,6,15.6,5.77,1.288
39,5.0,1.0,7,9,8,17.52,7.06,-1.819
56,13.0,1.0,2,9,7,14.18,4.87,1.312
21,6.0,2.0,2,3,2,15.51,5.18,-3.502
25,11.0,2.0,2,7,5,12.05,4.13,3.143
11,,1.0,3,3,0,16.67,6.13,-6.034
34,11.0,3.0,2,3,4,17.99,4.6,2.026
10,9.0,4.0,2,1,1,18.37,7.91,-6.993
10,,3.0,2,1,0,20.65,8.24,7.037
20,15.0,5.0,2,3,2,13.91,4.45,-3.397
43,16.0,1.0,2,9,4,10.39,3.99,1.524
15,15.0,3.0,2,1,1,12.02,5.85,-4.748
27,7.0,2.0,2,5,3,21.35,5.28,2.486
119,4.0,4.0,2,23,17,16.22,4.27,-0.593
16,15.0,3.0,2,1,1,13.34,5.07,4.742
14,6.0,2.0,2,3,3,19.63,5.65,-5.503
48,14.0,6.0,2,9,4,17.06,4.07,1.465
16,,1.0,16,3,0,10.67,3.73,-3.946
12,6.0,2.0,12,3,2,14.53,5.62,5.705
15,6.0,9.0,2,1,2,19.06,5.56,-4.532
17,1.0,2.0,2,3,4,21.14,4.81,3.932
38,3.0,5.0,2,5,3,7.36,2.81,-1.848
81,9.0,5.0,2,21,12,16.38,4.3,0.822
31,26.0,3.0,2,3,3,22.7,6.48,-2.16
54,2.0,1.0,7,7,6,12.78,4.65,1.351
83,4.0,2.0,4,15,6,16.39,4.01,-0.786
15,1.0,2.0,3,3,2,16.05,5.08,-4.467
44,10.0,5.0,2,7,5,17.5,4.6,1.661
13,2.0,1.0,2,3,3,16.18,6.1,-5.443
11,3.0,1.0,11,3,3,12.69,6.78,6.456
43,7.0,2.0,2,7,4,13.68,4.79,-1.687
30,8.0,3.0,2,5,3,11.02,4.18,2.365
10,8.0,1.0,10,1,2,11.69,6.67,-6.909
13,2.0,1.0,13,1,2,10.97,5.04,5.258
26,9.0,3.0,2,3,3,12.71,3.28,-2.722
13,,8.0,2,1,0,23.23,6.31,5.162
121,13.0,2.0,2,27,14,18.39,4.7,-0.078
7,,2.0,2,2,0,18.5,8.57,-8.812
7,1.0,1.0,7,1,1,14.28,8.45,8.785
45,3.0,1.0,22,11,5,19.23,5.15,-1.478
90,1.0,1.0,40,21,14,15.91,4.58,0.748
59,9.0,2.0,2,9,4,13.6,5.04,-1.169
66,1.0,3.0,2,15,9,16.62,4.81,1.077
12,12.0,2.0,2,1,1,11.07,6.05,-5.902
10,7.0,2.0,2,1,1,12.92,6.57,6.642
9,,1.0,2,1,0,17.54,6.93,-6.99
30,1.0,3.0,2,5,4,10.82,3.72,-2.401
35,1.0,2.0,2,5,3,20.01,3.12,2.301
14,,1.0,2,5,0,21.84,5.45,-5.156
11,11.0,2.0,2,1,1,17.99,6.56,6.64
20,15.0,2.0,2,5,2,14.79,4.19,-3.664
81,7.0,2.0,16,21,9,19.08,4.08,-0.821
121,17.0,3.0,2,28,20,17.6,5.34,0.213
54,31.0,6.0,2,11,4,14.27,3.64,1.282
10,5.0,1.0,10,1,2,11.13,6.48,-6.467
41,9.0,1.0,21,7,5,12.72,5.39,1.719
12,11.0,2.0,2,1,1,14.92,6.08,-6.145
14,10.0,3.0,2,1,1,13.64,5.43,4.958
118,12.0,2.0,11,23,7,18.17,4.56,-0.567
31,17.0,7.0,2,5,3,13.21,4.5,-2.042
87,37.0,6.0,2,13,6,18.1,4.35,0.808
54,6.0,1.0,2,11,5,12.34,4.08,-1.304
78,6.0,4.0,2,13,9,17.03,4.47,0.897
12,1.0,4.0,2,1,1,11.99,7.05,-6.19
19,18.0,3.0,2,3,1,16.39,4.95,4.12
86,2.0,2.0,2,11,13,17.63,5.13,-0.924
15,2.0,3.0,2,5,3,16.7,5.0,4.597
21,2.0,2.0,4,5,3,9.99,4.8,-3.365
19,2.0,4.0,2,3,1,25.91,4.78,4.022
11,10.0,1.0,11,1,1,11.56,6.08,-6.32
13,12.0,2.0,2,1,1,9.59,5.35,5.417
10,,2.0,2,1,0,14.31,7.76,-7.828
55,1.0,2.0,2,9,8,12.4,4.98,1.304
8,2.0,1.0,8,1,3,14.3,7.5,-8.036
13,13.0,3.0,2,3,1,13.85,5.84,5.3
55,9.0,2.0,55,13,11,11.99,4.47,1.246
15,13.0,2.0,2,1,1,11.03,4.59,-4.603
17,4.0,3.0,2,3,3,12.65,4.97,3.819
53,19.0,1.0,6,11,3,15.84,4.55,-1.231
50,11.0,5.0,2,11,6,15.43,4.66,1.37
57,3.0,1.0,23,11,8,18.88,5.65,-1.178
51,3.0,1.0,3,13,6,13.68,4.34,1.349
85,3.0,2.0,2,15,13,19.09,4.58,-0.832
10,3.0,4.0,2,1,2,18.7,8.09,6.807
16,1.0,6.0,2,1,2,15.01,5.49,-4.074
14,14.0,2.0,2,3,1,23.27,5.44,5.0
40,3.0,2.0,2,7,4,15.74,5.28,-1.833
14,6.0,1.0,14,3,2,9.73,5.47,4.795
16,3.0,8.0,2,1,2,11.63,5.56,-4.694
70,22.0,2.0,2,19,8,11.94,3.7,1.067
46,5.0,2.0,2,7,2,9.45,4.38,-1.547
19,3.0,6.0,2,3,2,14.85,5.14,3.672
96,5.0,2.0,18,19,15,14.08,5.11,-0.763
121,2.0,1.0,4,24,15,13.87,4.39,0.213
12,6.0,2.0,2,1,2,10.41,5.54,5.54
111,1.0,2.0,2,17,15,19.94,5.97,-0.664
68,14.0,2.0,2,15,7,14.15,4.83,1.055
28,5.0,1.0,17,3,3,14.56,7.14,-2.456
39,19.0,2.0,2,9,5,14.12,6.4,1.897
61,10.0,2.0,2,9,8,18.62,5.64,-1.152
23,3.0,2.0,2,3,3,19.42,6.73,2.997
13,6.0,1.0,2,3,2,13.58,5.54,-5.121
19,2.0,2.0,2,5,2,12.95,4.76,3.734
28,16.0,3.0,2,5,2,6.23,2.98,-2.574
66,4.0,1.0,5,13,11,14.04,5.47,1.072
11,,2.0,2,1,0,14.2,7.03,-7.364
5,,2.0,2,1,0,23.65,13.87,14.983
22,12.0,7.0,2,3,2,10.4,4.18,-3.195
9,4.0,2.0,2,1,1,21.3,7.54,8.044
17,1.0,2.0,2,3,3,9.23,4.62,-4.313
22,1.0,3.0,2,3,1,16.97,6.71,3.083
18,8.0,3.0,2,7,3,16.62,4.41,-3.718
73,8.0,2.0,9,15,6,17.36,5.63,0.971
13,9.0,3.0,2,1,2,16.46,6.14,-5.269
23,22.0,3.0,2,5,1,10.93,4.04,3.065
89,5.0,5.0,2,19,12,13.79,4.39,-0.804
53,13.0,2.0,2,9,7,14.61,5.21,1.429
16,14.0,2.0,2,3,1,14.97,6.23,-4.45
25,5.0,2.0,2,5,2,11.18,3.97,-2.758
13,3.0,2.0,2,3,1,10.88,5.54,5.43
18,4.0,1.0,4,7,3,13.74,4.86,-3.805
13,13.0,4.0,2,1,1,12.73,6.16,5.734
7,7.0,1.0,7,1,1,14.39,9.77,-10.176
9,2.0,1.0,9,1,2,8.18,6.65,6.94
37,1.0,4.0,2,5,4,13.67,5.09,-1.938
31,11.0,2.0,2,5,3,19.53,3.44,2.34
12,9.0,1.0,12,3,2,11.83,6.15,-6.196
15,15.0,3.0,2,3,1,17.36,5.0,4.59
18,6.0,4.0,2,5,1,15.64,4.97,-4.095
30,2.0,2.0,2,5,3,17.19,4.94,2.612
89,12.0,2.0,2,17,8,13.21,4.5,-0.823
16,12.0,8.0,2,1,1,13.94,5.84,4.302
10,1.0,2.0,2,1,1,16.31,7.04,-7.35
10,,3.0,2,1,0,15.69,7.75,7.393
10,4.0,1.0,10,1,1,12.87,6.23,-6.693
79,4.0,2.0,2,15,7,15.22,4.56,0.884
12,8.0,1.0,12,3,2,16.1,5.26,-5.341
21,11.0,1.0,21,5,1,14.75,8.26,3.114
21,6.0,5.0,2,3,1,13.09,3.86,-3.304
46,,3.0,2,9,0,14.26,3.78,1.519
24,2.0,3.0,2,7,2,14.51,4.38,-2.98
45,27.0,6.0,2,7,3,10.79,3.1,1.73
51,18.0,2.0,2,11,6,18.04,5.43,-1.416
18,2.0,1.0,9,3,3,15.39,6.25,3.56
31,17.0,2.0,2,7,3,12.33,3.51,-2.386
25,10.0,1.0,17,3,2,15.01,6.1,2.638
50,4.0,3.0,2,9,7,21.31,5.81,-1.48
48,3.0,1.0,6,9,8,12.47,4.08,1.334
37,10.0,2.0,2,7,6,10.97,4.31,-1.905
24,4.0,1.0,24,5,6,12.31,5.04,-2.7
17,5.0,4.0,2,3,1,16.76,4.68,4.178
31,1.0,5.0,2,5,4,15.23,5.9,-2.25
38,5.0,2.0,2,9,4,21.72,5.55,1.833
24,1.0,6.0,2,3,2,11.9,3.88,-2.696
36,14.0,6.0,2,5,5,19.08,6.69,1.986
10,3.0,1.0,10,1,2,10.7,6.81,-7.138
11,6.0,2.0,2,1,1,10.55,6.32,6.579
18,1.0,1.0,18,5,3,10.9,3.91,-3.382
5,5.0,2.0,2,1,1,24.81,14.09,13.996
15,14.0,2.0,2,3,1,17.85,5.47,-5.058
13,8.0,2.0,2,3,2,13.68,5.32,5.452
13,6.0,1.0,13,3,3,17.4,5.64,-5.366
10,7.0,2.0,2,1,1,14.62,6.62,7.062
42,10.0,2.0,2,7,4,15.39,5.7,-1.79
64,12.0,3.0,2,15,4,19.85,4.16,1.198
108,18.0,4.0,2,21,12,19.88,4.9,-0.685
49,10.0,4.0,2,7,6,17.12,5.4,1.374
36,5.0,2.0,2,7,3,18.95,6.51,-2.206
91,24.0,3.0,2,21,11,14.56,4.45,0.843
54,2.0,7.0,2,9,6,16.57,4.59,-1.328
80,16.0,2.0,26,19,10,14.3,5.23,0.88
12,2.0,1.0,12,3,3,17.39,8.15,-5.459
33,15.0,2.0,2,5,1,14.72,4.9,2.166
40,2.0,1.0,40,11,5,16.38,6.32,-1.749
51,8.0,2.0,2,15,5,13.4,3.21,1.468
12,10.0,2.0,12,3,1,13.87,6.63,-5.994
49,15.0,2.0,17,11,5,16.41,4.55,1.322
57,5.0,2.0,21,9,8,13.36,4.75,-1.163
6,,2.0,6,1,0,16.97,11.59,12.335
9,1.0,1.0,2,1,2,12.8,8.02,-8.418
10,5.0,2.0,2,1,2,13.58,7.65,7.43
48,15.0,1.0,2,9,7,12.81,3.69,-1.344
6,5.0,1.0,6,1,1,14.74,10.4,11.226
49,15.0,3.0,2,13,4,13.97,4.37,-1.519
54,8.0,2.0,2,13,5,16.64,5.0,1.383
75,1.0,2.0,2,15,11,14.15,4.49,-0.992
23,22.0,1.0,2,5,1,18.82,4.14,3.017
70,2.0,1.0,28,13,8,16.53,4.46,-1.099
17,17.0,2.0,2,3,1,15.69,4.78,4.39
5,5.0,1.0,5,1,1,19.98,12.44,-12.399
98,4.0,2.0,10,17,12,20.58,5.41,0.627
17,15.0,4.0,2,1,1,10.81,4.73,-4.045
19,1.0,5.0,2,3,2,13.74,5.01,3.34
47,7.0,3.0,2,9,6,14.93,4.11,-1.606
120,9.0,1.0,16,25,17,15.36,4.55,0.639
34,3.0,3.0,2,9,3,13.87,3.08,-2.188
103,2.0,1.0,2,27,12,17.33,4.92,0.63
52,6.0,3.0,2,13,6,13.82,4.06,-1.354
64,15.0,3.0,2,13,6,20.41,4.83,-1.16
18,2.0,2.0,2,5,2,14.49,5.33,4.194
21,7.0,1.0,21,5,3,11.37,5.53,-3.491
11,,2.0,2,1,0,11.99,6.73,6.955
25,3.0,4.0,2,5,3,15.36,3.89,-2.846
44,12.0,3.0,2,9,5,13.63,3.99,1.776
8,6.0,1.0,8,1,1,11.64,9.55,-10.027
39,9.0,2.0,2,7,5,12.58,4.53,2.029
30,7.0,2.0,2,3,2,12.64,5.2,-2.519
55,7.0,1.0,6,11,4,11.69,3.3,1.199
17,8.0,2.0,2,5,4,15.66,4.82,-4.278
5,,1.0,5,1,0,17.81,12.52,13.359
33,5.0,2.0,2,5,2,15.62,5.74,-2.062
31,11.0,4.0,2,7,2,9.61,4.65,2.099
26,18.0,3.0,2,7,2,16.99,4.86,-2.606
22,21.0,2.0,2,5,1,21.49,4.84,3.024
29,12.0,3.0,2,3,1,10.61,4.36,-2.335
11,1.0,3.0,2,1,2,20.47,8.12,-5.671
72,5.0,1.0,35,17,5,19.12,5.4,0.913
24,8.0,3.0,2,7,3,13.55,3.51,-2.721
14,6.0,3.0,2,3,2,16.74,5.79,4.94
15,7.0,2.0,2,1,2,10.46,4.64,-4.552
15,15.0,3.0,2,3,1,18.8,6.87,4.678
13,,2.0,2,3,0,16.35,5.38,-5.27
27,3.0,1.0,18,3,4,20.56,6.44,2.563
21,4.0,1.0,2,5,2,17.8,4.4,-3.329
46,3.0,2.0,2,9,8,20.04,5.16,1.541
15,3.0,1.0,15,3,2,11.91,4.77,-4.506
26,,9.0,19,4,0,13.59,6.57,2.543
29,1.0,1.0,2,5,6,11.93,3.82,-2.403
46,2.0,1.0,2,11,5,13.41,3.62,1.619
40,7.0,1.0,40,11,5,17.39,4.18,-1.769
31,2.0,5.0,2,5,2,11.22,3.64,-2.007
60,1.0,4.0,2,13,6,10.35,3.26,1.108
50,5.0,1.0,10,9,10,16.42,4.71,-1.212
38,1.0,5.0,2,3,5,19.51,5.64,1.73
27,8.0,1.0,9,5,2,11.86,5.1,-2.432
69,4.0,3.0,2,17,8,17.32,5.21,0.994
13,5.0,1.0,13,3,1,19.17,7.51,-5.246
34,6.0,2.0,2,5,5,19.59,6.1,2.116
21,5.0,7.0,2,3,2,12.92,4.57,-3.35
29,27.0,2.0,2,5,1,19.76,6.61,2.56
17,17.0,5.0,2,3,1,13.82,4.82,-4.148
15,1.0,3.0,2,3,3,16.41,5.61,4.232
42,16.0,1.0,14,7,1,15.75,5.51,-1.673
33,2.0,1.0,2,5,5,18.71,5.63,2.253
48,1.0,3.0,2,9,5,16.41,4.93,-1.585
69,2.0,1.0,7,15,11,19.63,5.0,1.113
40,7.0,4.0,2,11,5,15.72,3.63,-1.842
16,16.0,2.0,2,3,1,18.93,5.47,4.554
13,2.0,1.0,13,3,2,16.62,5.53,-4.897
18,2.0,6.0,2,3,2,20.62,5.23,3.438
121,8.0,2.0,2,29,17,17.02,4.94,-0.512
11,3.0,2.0,11,3,3,19.7,6.77,5.62
91,6.0,1.0,27,19,14,16.11,4.82,-0.749
