duration,t_first_brake,t_first_cross,t_back_extreme,n_cross,n_brake,max_kd_sep,mean_kd_sep,mean_slope
48,2.0,1.0,2,11,3,11.06,3.71,-1.488
22,2.0,2.0,2,3,2,19.38,6.3,-3.34
23,1.0,3.0,2,5,2,11.04,3.57,3.316
70,1.0,5.0,2,11,2,19.87,3.36,-1.044
57,21.0,3.0,2,11,3,15.43,4.23,1.249
12,4.0,5.0,2,1,1,19.94,6.69,-6.197
42,1.0,3.0,2,9,6,10.12,3.57,1.884
12,2.0,1.0,12,3,3,12.06,5.75,-5.493
22,,6.0,2,3,0,17.82,4.66,2.995
12,3.0,1.0,12,3,3,12.4,6.42,-5.624
4,1.0,1.0,4,1,1,22.53,16.8,17.311
121,19.0,3.0,2,22,11,16.71,5.56,-0.344
19,1.0,4.0,2,3,3,11.69,4.51,-3.345
56,3.0,7.0,2,5,4,13.28,4.49,1.203
30,1.0,2.0,30,7,6,14.76,7.3,-2.469
15,,2.0,2,3,0,15.37,4.83,4.814
25,2.0,1.0,14,3,5,16.8,5.77,-2.712
13,11.0,5.0,2,1,1,11.55,5.94,5.455
16,10.0,1.0,2,3,1,18.41,4.33,-4.427
24,3.0,12.0,2,3,2,10.92,3.82,3.021
19,8.0,1.0,19,1,2,6.36,3.53,-3.617
64,2.0,4.0,2,11,4,15.4,5.26,1.076
24,2.0,2.0,2,5,3,11.96,3.86,-3.021
110,14.0,2.0,2,21,13,16.46,4.91,0.687
12,10.0,2.0,2,1,1,13.23,5.47,-5.359
16,10.0,2.0,2,3,2,17.22,7.33,4.034
34,7.0,4.0,2,5,3,9.32,3.66,-1.945
8,2.0,3.0,2,1,1,18.4,9.53,8.587
39,1.0,4.0,2,5,5,16.81,5.84,-1.78
18,3.0,1.0,18,3,3,14.53,7.67,3.785
116,4.0,1.0,2,23,14,20.59,3.96,-0.575
58,5.0,2.0,2,9,5,14.38,3.53,1.234
23,2.0,4.0,2,3,2,16.6,6.58,-3.326
9,,1.0,9,1,0,10.57,7.37,7.727
26,13.0,3.0,2,5,2,20.78,6.17,-2.664
13,4.0,1.0,6,3,2,18.36,9.02,5.762
26,5.0,2.0,2,5,4,14.35,5.14,-3.247
17,8.0,1.0,17,3,3,13.44,7.36,4.41
53,16.0,2.0,2,9,6,13.27,4.37,-1.354
25,24.0,3.0,2,5,1,13.53,5.42,2.762
22,1.0,3.0,2,3,3,19.96,6.98,-3.613
20,1.0,2.0,2,3,1,15.46,4.74,3.898
19,4.0,1.0,2,3,3,16.93,4.16,-3.656
28,1.0,2.0,2,7,5,15.38,5.16,2.4
16,12.0,4.0,2,3,1,15.31,5.07,-4.409
51,18.0,3.0,2,11,4,12.5,3.47,1.579
14,3.0,5.0,2,1,1,12.32,5.3,-5.117
9,2.0,2.0,2,1,1,16.48,8.46,8.586
7,,1.0,7,1,0,14.12,9.5,-9.804
11,10.0,2.0,2,1,1,15.86,5.66,5.703
13,13.0,3.0,2,1,1,14.48,6.28,5.524
14,,2.0,2,3,0,11.21,5.38,-5.077
58,2.0,3.0,2,15,5,15.26,2.8,1.203
13,6.0,2.0,7,3,2,22.35,8.13,5.173
61,1.0,1.0,4,17,12,14.39,3.97,-1.171
33,8.0,2.0,2,7,2,16.73,4.72,2.184
8,8.0,2.0,2,1,1,18.87,8.99,-9.017
18,15.0,2.0,2,3,2,12.07,5.38,3.966
14,9.0,3.0,2,1,1,12.33,5.2,-4.473
41,7.0,3.0,2,7,8,18.23,5.64,1.619
13,,5.0,2,1,0,16.5,6.26,-5.444
13,11.0,2.0,2,3,1,16.13,6.98,6.144
61,13.0,1.0,2,9,8,17.91,5.61,-1.16
9,4.0,1.0,9,3,2,15.37,8.66,7.704
27,1.0,2.0,2,9,5,11.69,3.2,-2.684
74,10.0,2.0,2,13,6,14.5,4.43,0.951
46,1.0,1.0,9,9,7,16.28,6.19,-1.474
24,13.0,2.0,24,5,3,10.06,3.33,3.198
37,5.0,2.0,2,9,5,13.53,4.26,-1.814
28,5.0,1.0,12,7,4,14.12,5.81,2.172
56,5.0,5.0,2,13,6,16.74,5.19,-1.157
36,1.0,3.0,2,5,6,14.54,5.85,1.949
25,14.0,1.0,14,5,3,12.73,3.77,-2.531
14,2.0,9.0,14,2,2,14.46,5.55,4.83
15,,1.0,15,1,0,10.69,4.78,-4.95
57,2.0,2.0,2,13,7,10.63,4.21,1.334
67,8.0,1.0,19,15,10,16.64,4.77,-1.134
15,14.0,3.0,2,1,1,9.68,5.18,4.951
30,17.0,3.0,2,7,3,10.1,4.37,-2.442
18,1.0,3.0,2,3,3,13.09,7.5,-3.865
29,3.0,2.0,2,5,2,10.48,4.19,2.4
9,9.0,3.0,2,1,1,14.44,9.44,-8.365
9,9.0,2.0,2,1,1,13.99,8.04,8.344
39,1.0,3.0,2,7,4,13.06,4.22,-1.954
25,9.0,1.0,16,3,3,18.5,7.7,2.446
29,1.0,5.0,2,3,3,11.08,4.72,-2.267
40,1.0,3.0,2,9,8,17.75,5.32,1.863
23,12.0,2.0,2,5,2,12.72,4.25,-3.467
64,19.0,4.0,2,11,7,14.18,3.0,1.13
34,1.0,4.0,2,7,3,12.39,3.04,-2.184
9,4.0,2.0,2,1,2,17.65,9.31,9.083
54,15.0,1.0,30,13,8,14.71,6.49,-1.37
30,1.0,2.0,2,4,3,14.9,5.43,2.236
121,21.0,3.0,2,27,10,16.61,4.71,-0.476
14,3.0,2.0,2,3,2,9.91,5.91,-4.477
31,3.0,1.0,2,7,6,12.26,4.36,2.265
13,13.0,2.0,2,3,1,13.03,5.91,-5.671
35,12.0,3.0,2,7,4,17.86,4.22,1.874
37,1.0,2.0,2,9,6,18.64,6.54,1.82
23,4.0,1.0,4,7,3,12.56,4.07,-2.852
65,1.0,6.0,2,9,5,18.15,5.87,1.077
29,1.0,2.0,2,5,4,15.94,7.2,-2.62
19,7.0,2.0,2,3,2,12.25,4.05,3.732
9,,2.0,2,1,0,12.4,7.52,-7.493
48,13.0,2.0,18,7,6,18.7,5.99,1.427
46,24.0,7.0,2,9,2,15.11,3.28,-1.485
35,3.0,1.0,5,9,6,13.14,4.8,1.771
34,5.0,2.0,22,3,6,13.39,5.13,2.01
47,1.0,2.0,12,7,6,20.42,5.48,-1.321
22,7.0,1.0,7,3,2,10.67,4.51,3.014
6,,2.0,2,1,0,20.1,11.65,-11.778
34,7.0,4.0,2,9,2,17.47,7.11,1.836
46,8.0,5.0,2,7,4,12.68,3.28,-1.388
16,5.0,9.0,2,1,2,12.86,5.77,4.313
36,2.0,2.0,2,9,4,11.62,4.5,-2.025
8,5.0,1.0,8,1,1,11.68,8.07,8.393
56,6.0,2.0,2,11,6,16.57,4.19,-1.25
40,1.0,4.0,2,11,6,14.43,4.18,1.777
17,14.0,3.0,2,3,1,14.21,5.4,-4.268
39,15.0,1.0,2,7,6,17.71,5.13,1.797
8,3.0,1.0,8,3,2,19.06,9.01,-8.349
19,13.0,5.0,2,3,2,11.49,4.08,3.869
29,3.0,1.0,2,9,4,15.72,4.36,-2.325
10,5.0,2.0,2,1,1,11.76,7.71,7.873
31,1.0,1.0,3,7,5,17.96,4.88,-2.238
79,9.0,3.0,2,15,7,17.27,6.19,0.853
29,6.0,2.0,2,7,4,11.62,4.91,-2.541
28,16.0,1.0,28,7,2,12.7,4.7,2.691
31,2.0,1.0,2,7,3,15.63,5.84,-2.529
51,6.0,5.0,2,11,6,13.19,4.45,1.432
5,4.0,1.0,5,1,1,17.41,12.92,-13.86
15,,5.0,2,1,0,16.55,4.8,4.659
64,5.0,2.0,2,15,6,20.81,5.16,-1.097
61,28.0,3.0,2,11,4,14.89,4.49,1.148
58,3.0,2.0,2,15,9,10.77,3.47,-1.282
6,,2.0,2,1,0,19.7,10.16,11.047
121,8.0,1.0,10,21,10,13.08,4.47,-0.13
5,,1.0,5,1,0,17.59,11.71,12.736
12,1.0,4.0,2,1,2,11.83,6.74,-5.904
68,9.0,1.0,18,13,9,20.34,5.13,1.115
26,9.0,1.0,26,5,3,17.86,7.51,-2.494
70,1.0,6.0,2,17,5,12.82,3.67,0.92
48,2.0,1.0,2,11,4,14.25,3.68,-1.402
50,23.0,2.0,2,9,4,11.24,4.62,1.476
27,15.0,2.0,2,7,2,14.61,3.47,-2.885
28,14.0,3.0,2,7,4,15.07,4.29,2.47
20,4.0,1.0,5,7,1,15.65,4.64,-3.109
31,4.0,1.0,15,7,3,16.95,5.75,2.119
57,7.0,2.0,2,13,3,16.34,2.7,-1.324
51,4.0,1.0,14,9,4,16.45,3.93,1.349
20,12.0,6.0,2,3,1,10.42,4.16,-3.54
21,2.0,1.0,2,5,5,12.29,4.27,3.353
6,,1.0,6,1,0,17.49,10.18,-10.61
34,7.0,1.0,8,7,5,20.08,5.66,1.986
11,1.0,2.0,2,1,3,18.79,6.96,-6.605
11,10.0,2.0,2,1,1,17.18,6.21,6.26
41,8.0,2.0,2,5,3,17.81,5.1,-1.938
50,2.0,2.0,2,13,7,15.28,4.27,1.485
46,33.0,1.0,3,11,2,20.33,6.17,-1.382
105,10.0,2.0,2,21,9,19.27,5.1,0.666
26,10.0,4.0,2,3,4,18.03,7.97,2.773
63,20.0,2.0,2,17,3,16.87,4.05,-1.152
31,16.0,2.0,2,7,3,14.83,3.58,2.344
19,13.0,2.0,2,3,1,14.97,4.75,-3.698
20,4.0,1.0,7,3,1,15.87,5.06,3.262
64,11.0,2.0,2,13,6,19.21,4.84,-0.993
17,15.0,5.0,2,1,1,11.46,4.61,3.941
9,1.0,2.0,2,1,3,13.2,7.1,-7.302
23,18.0,2.0,2,3,2,12.32,4.84,2.955
60,1.0,5.0,2,11,4,14.29,4.6,1.097
11,,4.0,2,1,0,15.08,6.79,-6.697
42,5.0,3.0,2,5,5,18.96,5.12,1.837
121,15.0,2.0,2,25,14,13.98,4.33,-0.482
11,11.0,5.0,2,1,1,15.63,7.13,-6.391
20,19.0,6.0,2,3,1,16.91,5.16,3.891
14,10.0,2.0,14,3,1,18.15,6.02,-5.071
9,,1.0,2,3,0,18.52,7.01,7.088
16,1.0,4.0,2,1,2,11.21,5.28,-4.829
14,12.0,2.0,2,1,1,11.65,5.17,5.272
15,2.0,3.0,2,1,1,14.35,5.11,-4.836
29,20.0,1.0,13,5,2,16.76,7.27,2.307
40,7.0,2.0,2,7,5,12.38,5.32,-1.715
16,1.0,1.0,16,5,1,14.43,4.42,3.953
13,12.0,2.0,2,1,1,11.18,5.93,-5.595
91,12.0,1.0,2,17,13,19.22,4.81,0.773
121,22.0,4.0,2,22,14,17.54,4.22,0.022
27,2.0,1.0,2,7,1,17.41,4.33,-2.736
14,4.0,3.0,2,3,2,20.44,6.5,5.032
17,16.0,5.0,2,1,1,9.07,4.31,-4.111
11,,1.0,11,3,0,14.95,7.29,6.344
16,5.0,2.0,2,3,2,21.89,7.06,-4.524
41,17.0,3.0,2,7,3,12.78,4.03,1.681
49,22.0,4.0,2,7,2,13.71,4.46,-1.517
66,3.0,6.0,2,11,11,16.9,5.32,1.04
26,18.0,5.0,2,3,2,13.07,3.47,-2.384
10,9.0,1.0,10,3,1,13.7,6.9,6.829
56,5.0,2.0,2,9,6,22.05,4.81,-1.246
22,,2.0,2,3,0,13.45,5.4,3.381
48,9.0,1.0,2,9,4,13.35,5.52,-1.38
10,1.0,2.0,2,1,2,16.67,7.05,6.69
38,1.0,3.0,2,9,4,15.21,5.87,-1.827
35,3.0,5.0,2,5,4,20.35,6.18,2.192
21,6.0,3.0,2,5,2,13.47,4.07,-3.601
44,2.0,1.0,10,9,6,16.54,6.05,1.621
52,3.0,1.0,2,11,5,16.75,4.55,-1.351
24,3.0,2.0,2,5,5,18.57,5.31,3.083
38,18.0,3.0,2,3,3,12.67,4.39,-1.935
19,17.0,3.0,2,3,1,11.86,4.7,4.135
16,8.0,2.0,2,5,1,15.35,5.07,-4.941
20,2.0,2.0,2,3,5,12.05,3.94,3.696
62,9.0,3.0,2,13,2,17.78,4.43,-1.117
4,2.0,1.0,4,1,2,21.12,15.82,16.534
42,4.0,1.0,6,9,10,13.31,4.23,-1.523
22,7.0,1.0,22,3,5,15.32,5.06,2.828
48,4.0,7.0,2,9,4,14.61,4.71,-1.444
8,3.0,2.0,2,1,2,13.82,9.88,9.623
31,14.0,2.0,2,5,4,14.41,6.54,-2.422
28,7.0,2.0,2,7,2,14.72,3.47,2.454
11,6.0,3.0,2,1,2,14.02,7.86,-7.078
8,,1.0,8,1,0,12.71,8.12,8.431
13,3.0,2.0,2,1,2,11.21,5.05,-5.247
47,7.0,1.0,15,7,6,15.57,5.76,1.491
89,3.0,2.0,2,17,7,13.02,5.07,-0.751
39,6.0,4.0,2,9,6,11.22,4.4,-1.623
9,,1.0,9,3,0,17.57,7.5,7.579
31,1.0,4.0,2,7,3,13.14,3.87,-2.218
55,12.0,2.0,2,9,4,15.29,4.15,1.178
11,1.0,2.0,11,1,1,13.65,5.74,-6.004
10,2.0,1.0,10,1,1,9.23,6.5,6.835
70,1.0,2.0,12,11,7,21.17,5.07,-0.912
15,,5.0,2,1,0,11.69,5.02,4.4
66,5.0,4.0,2,9,6,18.32,5.9,-1.172
7,2.0,1.0,7,1,1,15.11,10.02,10.299
8,1.0,3.0,2,1,2,15.34,8.65,-8.742
28,12.0,1.0,2,9,3,10.04,3.43,2.51
4,3.0,1.0,4,1,1,22.69,16.08,-17.43
25,5.0,2.0,2,5,4,19.84,7.71,3.1
21,2.0,1.0,2,7,2,16.19,5.67,-3.48
14,13.0,1.0,5,3,1,13.5,5.77,5.244
87,22.0,6.0,2,19,7,17.3,5.47,-0.842
13,3.0,2.0,2,3,3,12.94,6.3,5.42
29,2.0,2.0,2,5,3,13.47,4.2,-2.39
83,5.0,2.0,2,19,6,16.42,5.75,0.814
8,8.0,3.0,2,1,1,19.49,10.15,-8.624
40,20.0,3.0,2,7,4,14.95,4.78,1.905
27,15.0,2.0,2,5,3,13.76,5.97,-2.884
15,14.0,2.0,2,3,1,13.93,5.42,5.244
55,13.0,3.0,2,7,6,19.9,6.72,-1.466
15,2.0,2.0,2,3,2,11.58,5.14,4.914
8,3.0,1.0,8,1,1,14.75,8.3,-8.948
20,2.0,5.0,2,5,3,12.88,4.99,3.74
50,7.0,2.0,2,7,3,16.85,5.31,-1.59
95,5.0,2.0,2,19,12,15.47,4.77,0.797
5,,1.0,5,1,0,22.43,13.82,-14.651
18,14.0,1.0,2,3,1,8.08,3.74,3.501
17,2.0,4.0,2,3,2,11.91,4.58,-4.037
44,2.0,2.0,2,9,4,13.55,4.55,1.656
12,6.0,1.0,12,3,2,20.98,8.63,-6.18
11,3.0,1.0,11,3,2,20.56,8.65,6.162
33,6.0,2.0,19,7,4,18.37,6.34,-2.003
20,,3.0,2,3,0,15.68,4.77,3.879
27,13.0,2.0,2,7,4,17.8,4.86,-2.696
12,2.0,2.0,2,3,2,15.63,5.85,5.573
39,2.0,8.0,2,5,6,12.94,4.96,-1.63
21,6.0,3.0,2,3,3,18.97,8.57,3.042
12,1.0,4.0,2,1,2,15.19,6.89,-5.645
13,11.0,1.0,4,3,2,21.16,7.29,4.94
13,,5.0,2,1,0,14.28,6.33,-4.931
43,2.0,2.0,2,11,3,22.9,4.04,1.569
34,3.0,1.0,5,7,2,17.12,5.3,-1.916
13,2.0,1.0,13,3,3,14.76,5.8,5.812
32,7.0,2.0,2,5,5,20.15,5.13,-2.467
17,1.0,2.0,2,3,2,15.4,5.89,4.34
89,2.0,2.0,2,21,8,16.76,4.86,-0.803
15,2.0,1.0,2,3,2,19.57,5.78,4.734
43,13.0,1.0,25,7,3,17.0,4.89,-1.541
76,2.0,3.0,2,19,9,16.57,4.8,0.912
84,8.0,1.0,7,17,12,20.23,4.8,-0.774
17,2.0,2.0,2,3,3,14.98,4.96,4.303
8,7.0,2.0,2,1,1,14.84,8.63,-8.826
18,7.0,2.0,2,3,2,17.44,5.15,4.183
50,1.0,5.0,2,7,7,17.17,6.02,-1.463
26,14.0,2.0,2,5,4,10.03,4.39,2.785
30,1.0,4.0,2,7,4,15.81,3.37,2.051
54,1.0,1.0,2,13,6,12.76,4.37,-1.297
15,9.0,1.0,4,3,2,12.95,5.89,4.134
43,6.0,2.0,2,7,8,14.99,5.74,-1.595
16,,1.0,16,3,0,18.08,8.59,4.209
44,1.0,3.0,2,11,9,13.04,5.86,-1.843
27,9.0,1.0,2,3,2,8.61,4.68,2.689
79,10.0,3.0,2,19,5,17.39,5.15,-0.857
13,1.0,3.0,2,1,4,10.94,6.12,-5.259
17,5.0,1.0,7,3,1,15.19,7.7,3.991
17,1.0,2.0,2,3,2,12.02,6.46,-4.152
97,3.0,4.0,2,19,11,19.47,6.63,-0.658
4,,1.0,4,1,0,19.97,15.1,15.963
17,5.0,1.0,3,3,2,17.95,5.45,-3.88
19,4.0,1.0,5,5,1,13.41,4.63,3.709
58,4.0,1.0,2,11,5,18.39,3.78,-1.208
17,1.0,2.0,2,4,2,14.18,6.24,3.91
37,5.0,2.0,2,7,4,10.9,4.08,-2.07
47,13.0,6.0,2,9,3,15.98,4.86,1.579
33,4.0,2.0,2,5,3,21.98,5.92,-2.215
12,,1.0,12,1,0,8.72,5.44,5.85
13,4.0,1.0,13,3,2,13.1,6.16,-4.838
14,7.0,3.0,2,1,2,9.62,5.63,4.76
95,6.0,1.0,2,17,14,20.83,5.76,-0.695
14,3.0,1.0,14,3,4,10.66,4.59,4.808
5,2.0,1.0,5,1,1,23.83,13.34,-13.94
18,9.0,4.0,2,3,3,11.99,4.4,3.591
22,7.0,4.0,2,5,3,14.59,4.85,-3.113
20,1.0,2.0,2,5,4,19.9,6.01,3.737
49,47.0,1.0,2,11,1,14.1,3.49,-1.601
39,6.0,1.0,2,11,6,18.23,6.18,1.867
49,4.0,1.0,2,11,4,16.91,3.35,-1.486
45,3.0,1.0,5,13,7,17.73,5.82,1.509
21,11.0,10.0,2,3,1,13.51,4.49,-3.15
10,3.0,2.0,2,1,1,15.25,7.26,7.41
8,1.0,1.0,8,1,3,15.76,9.15,-9.661
21,21.0,3.0,2,3,1,14.31,4.91,3.479
19,1.0,1.0,19,5,5,17.07,6.16,-3.363
41,7.0,1.0,8,9,7,12.33,4.6,1.759
58,1.0,2.0,2,17,6,16.58,4.5,-1.269
5,2.0,1.0,5,1,1,20.0,13.29,14.144
49,18.0,3.0,2,11,4,13.65,4.16,-1.536
74,5.0,2.0,2,15,9,16.71,5.03,1.009
16,5.0,1.0,16,3,2,10.49,6.96,-4.009
14,3.0,4.0,2,1,1,9.79,5.39,4.762
47,8.0,3.0,2,9,4,21.26,6.27,-1.468
11,9.0,3.0,2,1,1,14.2,8.03,5.794
47,4.0,1.0,10,9,7,16.45,4.7,-1.306
71,9.0,3.0,2,9,6,13.84,5.35,0.959
47,12.0,12.0,2,5,7,13.55,3.87,-1.58
31,17.0,1.0,22,3,3,12.32,5.79,2.296
13,3.0,1.0,2,3,2,12.06,5.18,-5.231
11,2.0,1.0,11,1,2,8.84,6.15,6.359
11,4.0,1.0,11,3,2,15.58,6.54,-6.393
14,12.0,2.0,2,1,1,12.66,4.99,4.892
39,2.0,3.0,2,9,7,15.57,4.99,-1.813
35,4.0,3.0,2,5,8,24.02,5.65,2.022
71,5.0,1.0,27,17,15,22.46,6.36,-0.974
25,13.0,1.0,25,5,2,15.79,6.14,2.859
26,1.0,6.0,2,5,4,13.02,4.54,-2.722
23,7.0,1.0,9,5,2,19.43,8.51,2.742
5,,1.0,5,1,0,18.3,13.24,-14.35
17,16.0,2.0,2,3,1,18.92,4.91,4.201
8,4.0,2.0,2,1,1,16.86,8.86,-8.814
19,1.0,2.0,2,3,2,13.27,5.14,3.71
59,2.0,2.0,2,11,9,18.21,3.92,-1.197
14,13.0,3.0,2,3,1,13.91,4.67,-4.431
10,10.0,1.0,10,1,1,11.54,6.51,6.758
26,,3.0,2,5,0,11.75,4.92,-2.807
11,10.0,3.0,2,1,1,10.15,6.91,6.28
31,4.0,1.0,6,9,6,16.77,5.7,-2.184
9,6.0,2.0,2,1,2,15.16,8.16,8.089
65,1.0,5.0,2,11,10,14.81,4.08,-1.069
39,1.0,1.0,4,7,6,15.85,5.28,1.647
25,20.0,2.0,2,5,3,14.03,6.66,-2.872
13,9.0,4.0,2,1,2,12.9,6.25,5.695
13,8.0,1.0,2,5,2,14.1,6.02,-5.326
58,8.0,4.0,2,15,9,12.62,3.62,1.186
10,2.0,2.0,2,1,3,13.18,7.7,-7.581
31,1.0,2.0,2,5,4,15.19,5.39,2.47
41,2.0,2.0,2,13,8,14.46,4.31,-1.732
46,9.0,2.0,2,7,7,11.92,3.64,1.484
42,15.0,1.0,7,9,4,16.05,5.11,-1.621
19,15.0,1.0,6,3,1,9.16,4.93,3.307
11,4.0,4.0,2,1,2,16.81,7.32,-6.524
27,3.0,1.0,15,5,2,14.2,4.7,2.835
105,7.0,8.0,2,15,8,18.87,3.98,-0.684
7,5.0,2.0,2,1,1,20.5,10.34,10.567
14,3.0,1.0,3,3,2,15.73,6.11,-4.995
42,1.0,1.0,16,9,7,21.18,5.47,1.713
23,18.0,2.0,2,7,1,26.12,6.95,-3.629
12,8.0,1.0,12,1,1,13.84,6.38,6.842
96,9.0,1.0,2,19,13,16.73,5.48,-0.72
8,,2.0,8,1,0,14.26,7.61,7.916
82,1.0,4.0,2,15,10,18.12,5.11,-0.824
13,5.0,3.0,2,3,2,18.45,7.84,6.021
13,3.0,1.0,2,3,2,18.73,5.97,-5.571
8,1.0,4.0,2,1,1,22.29,9.43,8.763
31,2.0,2.0,2,5,5,13.0,6.04,2.363
34,10.0,3.0,2,9,3,14.2,3.3,-2.291
14,14.0,3.0,2,3,1,15.38,5.67,5.241
64,22.0,3.0,2,13,5,21.05,5.22,-1.08
5,5.0,2.0,5,1,1,21.46,13.86,-13.958
10,10.0,2.0,2,3,1,18.3,7.69,7.52
14,,2.0,2,3,0,11.23,5.34,-5.113
45,3.0,3.0,2,7,7,17.85,5.59,-1.404
15,14.0,4.0,2,1,1,14.66,5.42,4.932
25,21.0,2.0,2,5,3,11.62,4.43,-2.931
39,20.0,2.0,2,11,3,19.75,5.56,1.791
29,15.0,5.0,2,3,1,18.83,6.66,-2.404
12,2.0,1.0,12,3,2,15.69,6.65,5.77
63,8.0,14.0,2,11,6,8.96,2.7,-0.983
13,11.0,3.0,2,1,1,13.06,5.25,5.096
9,2.0,1.0,9,1,1,18.01,7.73,-8.334
33,1.0,2.0,2,5,2,9.24,2.69,2.252
97,1.0,3.0,2,19,16,18.05,5.17,-0.653
38,2.0,1.0,2,7,5,12.69,5.78,1.772
21,7.0,2.0,2,3,1,11.42,4.91,-3.497
12,12.0,3.0,2,1,1,12.88,6.4,6.094
27,10.0,2.0,2,3,4,18.93,6.52,-2.856
13,11.0,1.0,2,3,1,19.36,6.85,6.594
13,,1.0,2,3,0,20.04,6.07,-6.427
13,12.0,1.0,2,3,1,17.82,5.98,5.954
32,3.0,1.0,9,5,2,13.04,4.58,-2.012
32,15.0,2.0,2,7,1,14.57,4.64,2.403
36,12.0,3.0,2,5,4,16.04,5.76,-2.113
43,15.0,3.0,2,7,3,11.89,4.27,1.492
41,3.0,2.0,2,9,5,18.46,6.45,-1.912
11,8.0,1.0,11,1,2,14.51,6.39,6.549
17,7.0,1.0,17,5,4,15.69,6.1,-4.245
114,4.0,1.0,2,25,15,17.85,5.1,0.609
38,1.0,2.0,2,5,4,13.94,5.45,-1.951
61,13.0,2.0,2,9,9,16.9,5.56,1.221
68,16.0,4.0,2,11,11,18.14,4.4,-1.143
26,7.0,1.0,26,5,6,15.7,7.58,2.926
26,2.0,1.0,19,7,4,21.26,6.52,-2.53
13,,2.0,2,1,0,13.2,6.18,6.094
52,8.0,3.0,2,11,7,15.39,4.71,-1.518
34,2.0,1.0,4,9,5,13.21,5.24,2.063
20,6.0,1.0,6,3,2,14.43,6.58,-3.943
29,4.0,3.0,2,7,3,16.34,6.7,2.323
7,1.0,1.0,7,1,2,13.83,8.63,-9.404
46,2.0,2.0,2,7,5,12.7,4.31,1.48
28,3.0,2.0,2,5,3,11.44,3.52,-2.361
8,,2.0,8,1,0,15.16,7.86,8.129
61,1.0,5.0,2,9,3,15.36,5.33,-1.156
18,1.0,3.0,2,3,2,9.21,4.75,4.053
13,2.0,1.0,13,1,2,8.75,5.06,-5.2
32,18.0,3.0,2,5,2,9.31,4.19,2.371
13,1.0,2.0,2,3,1,15.31,6.27,-5.708
13,13.0,2.0,2,1,1,9.03,5.47,5.651
30,1.0,2.0,2,7,3,13.26,5.34,-2.438
36,19.0,3.0,2,9,2,17.28,5.28,2.201
24,8.0,3.0,2,7,2,17.86,4.59,-3.02
22,5.0,2.0,2,3,2,17.84,4.81,3.447
31,18.0,1.0,2,7,3,15.93,6.27,-2.503
19,18.0,5.0,2,1,1,12.49,4.79,4.064
9,9.0,1.0,9,1,1,10.08,7.41,-7.636
9,1.0,3.0,2,1,1,16.97,8.37,7.655
13,1.0,1.0,2,3,1,11.87,6.23,-4.78
15,13.0,4.0,2,3,1,14.22,5.26,4.31
19,12.0,2.0,2,5,2,19.85,5.32,-3.648
79,30.0,2.0,2,16,5,14.0,4.71,0.768
10,8.0,3.0,2,1,1,15.32,8.6,-7.117
32,13.0,1.0,32,7,5,9.98,3.16,1.968
39,2.0,2.0,2,7,5,16.97,5.51,-1.691
95,2.0,6.0,2,21,7,15.93,4.27,-0.714
31,4.0,1.0,5,7,4,15.93,6.11,2.319
32,3.0,8.0,2,3,3,9.52,3.05,1.997
46,11.0,1.0,11,11,4,13.53,5.51,-1.443
52,11.0,3.0,2,11,5,16.74,4.84,1.259
15,2.0,1.0,9,3,3,20.81,6.76,-4.919
34,18.0,2.0,2,7,3,13.35,3.62,2.141
9,,4.0,2,1,0,17.78,9.82,7.621
111,10.0,3.0,2,21,15,20.42,5.52,-0.648
33,6.0,2.0,2,7,2,20.68,7.41,2.103
14,7.0,1.0,14,3,1,10.73,4.59,-4.611
67,2.0,2.0,16,11,7,20.35,5.35,0.907
13,1.0,3.0,2,1,1,12.96,5.32,-5.215
17,1.0,3.0,2,5,1,18.63,5.3,3.863
42,4.0,7.0,2,9,6,12.15,3.66,-1.644
27,1.0,1.0,2,7,4,17.65,5.18,2.41
21,10.0,3.0,2,3,2,9.19,4.23,3.11
8,8.0,3.0,2,1,1,17.73,8.88,-8.76
29,4.0,3.0,2,7,4,15.17,4.52,2.486
32,15.0,2.0,2,9,3,18.48,4.24,-2.272
15,3.0,4.0,2,1,3,20.15,5.57,5.15
20,4.0,1.0,7,5,1,15.35,6.97,-3.582
8,7.0,3.0,2,1,1,20.14,8.91,8.963
26,2.0,2.0,2,5,2,15.38,3.84,-2.756
43,18.0,1.0,2,9,4,13.8,5.7,1.493
21,5.0,2.0,2,5,3,14.7,5.47,-3.259
12,11.0,2.0,2,1,1,13.75,5.82,5.822
29,,2.0,2,7,0,23.0,5.37,-2.482
77,7.0,1.0,2,17,7,25.85,5.07,0.937
27,15.0,2.0,2,5,1,20.47,4.09,-2.806
13,,1.0,2,3,0,20.45,7.05,5.33
18,1.0,5.0,2,1,2,12.51,4.83,-3.963
15,4.0,2.0,2,5,2,10.98,4.91,4.823
21,1.0,3.0,2,5,3,13.11,4.83,-3.292
39,16.0,2.0,2,9,3,17.77,4.09,1.922
75,17.0,1.0,19,13,5,13.97,4.59,-0.928
72,5.0,1.0,12,13,7,20.06,5.51,0.944
23,8.0,2.0,2,7,4,13.99,4.19,-2.995
20,13.0,2.0,2,3,1,17.88,8.13,3.5
87,3.0,4.0,2,15,15,17.38,4.55,-0.844
42,18.0,2.0,2,11,6,13.11,4.9,1.744
31,2.0,4.0,2,7,3,10.69,4.07,2.18
30,5.0,3.0,2,5,3,15.49,6.57,-2.348
12,,2.0,12,3,0,12.96,5.33,5.258
